Country_Name,Country_Code,Indicator_Name,Indicator_Code,Region_name,Region_Code,yr_1970,yr_1971,yr_1972,yr_1973,yr_1974,yr_1975,yr_1976,yr_1977,yr_1978,yr_1979,yr_1980,yr_1981,yr_1982,yr_1983,yr_1984,yr_1985,yr_1986,yr_1987,yr_1988,yr_1989,yr_1990,yr_1991,yr_1992,yr_1993,yr_1994,yr_1995,yr_1996,yr_1997,yr_1998,yr_1999,yr_2000,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2020,yr_2025,yr_2030,yr_2035,yr_2040,yr_2045,yr_2050,yr_2055,yr_2060,yr_2065,yr_2070,yr_2075,yr_2080,yr_2085,yr_2090,yr_2095,yr_2100
Bulgaria,BGR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.70649,,,,,,,,,,97.9839,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,58.59109116,,,,,,,,,,76.93231964,,,,,,,,,,83.55742,,,,,,,,,91.61258,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,79.93952942,,,,,,,,,94.35994,,,,,,,,,,,96.80371,,94.91049,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,96.6282196,,,,,,,,,,99.41972,,,,,,,,,,99.49399,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,70.32839203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,51.37464905,,,,,,,,,,,,,,,,72.31321716,,,,,,,,,80.65438,,,,,,85.98594,86.83175,86.82146,,88.0802,91.87327,,,88.58286,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,72.85314941,,,,,,,,,,,,,,,,,,,,86.50005,,,,88.80613,,89.85559,90.22801,90.21955,90.41122,90.6817,91.63315,91.6249,91.76496,92.06052,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,99.2515564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,68.98258209,,,,,,,,,,82.46135712,,,,,,,,,,90.16155,,,,,,,,,,94.65248,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.68066,,,,,,,48.01656,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,71.29924011,,,,,,,,,,,,81.80795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,8.399580002,,,,,,,,,,,,,20.33687973,,,,,,,,,,,,35.2909,,,,,,,,,,24.35549,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,North America,NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,90.80011749,,,,,,,,,,94.03671265,,,,,,,,,,95.64093,,,,,,98.69557,98.49128,,96.53071,,96.16175,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,51.1368103,,,,,,,,68.07208252,,,,,,,,,,86.5266,,,,,,,,,,92.71123,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,23.43378067,,,,,,,,,,28.47666931,,38.61451,,,,,,,,,,,,30.46172,,36.78425,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,29.11613083,,,,,,,,,,,,,,,,,,,,,,,,58.72176,,,,,,,63.02206,,,64.7995,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0609,,,,,,46.10425,,,,,62.91864,,,,66.49998,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.87706,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,91.14790344,,,91.31400299,,,,,,,,92.71463,92.91125,92.2206,92.84562,93.43537,93.41513,93.48679,93.66713,,,94.48466,94.41582,,,,,,,,,,,,,,,,,,,
Comoros,COM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,40.31761932,,,,,,,,,,,,,,,,,,,,63.45902,,,,,,,,,,,,42.63729,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,52.99861908,,,,,,,,,,,,,,,,,,,,,,80.49622,,,82.04222,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,92.57713318,,,,,,,,,,,,,,,,95.08079,,,,,,,,,,,97.50041,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79092,,,,,,,,,,99.79988,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.02148,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,91.00177765,,,,,,,,,95.07966,,,,,,,,,,98.11623,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,72.53607941,,,,,,,,,,,,,,,,,,,,,87.17709,,,,,88.27717,,,89.6973,90.22557,90.22417,91.25051,92.14779,92.32106,,,,,,,,,,,,,,,,,,,
Algeria,DZA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,35.83992004,,,,,,,,,,,,,,,60.07508,,,,63.91879,,67.54875,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,71.48068237,71.48068237,71.48068237,71.48068237,71.48068237,71.48068237,71.48068237,71.48068237,71.48068237,71.48068237,86.85350037,86.85350037,86.85350037,86.85350037,86.85350037,86.85350037,86.85350037,86.85350037,86.85350037,86.85350037,92.5697937,92.5697937,92.5697937,92.5697937,92.5697937,92.5697937,92.5697937,92.5697937,92.5697937,92.5697937,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,74.83779907,74.83779907,74.83779907,74.83779907,74.83779907,74.83779907,74.83779907,74.83779907,74.83779907,74.83779907,88.10175323,88.10175323,88.10175323,88.10175323,88.10175323,88.10175323,88.10175323,88.10175323,88.10175323,88.10175323,93.09360504,93.09360504,93.09360504,93.09360504,93.09360504,93.09360504,93.09360504,93.09360504,93.09360504,93.09360504,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,93.30400848,93.30400848,93.30400848,93.30400848,93.30400848,93.30400848,93.30400848,93.30400848,93.30400848,93.30400848,95.76287842,95.76287842,95.76287842,95.76287842,95.76287842,95.76287842,95.76287842,95.76287842,95.76287842,95.76287842,98.19741821,98.19741821,98.19741821,98.19741821,98.19741821,98.19741821,98.19741821,98.19741821,98.19741821,98.19741821,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,96.01434326,96.01434326,96.01434326,96.01434326,96.01434326,96.01434326,96.01434326,96.01434326,96.01434326,96.01434326,97.3259964,97.3259964,97.3259964,97.3259964,97.3259964,97.3259964,97.3259964,97.3259964,97.3259964,97.3259964,98.61645508,98.61645508,98.61645508,98.61645508,98.61645508,98.61645508,98.61645508,98.61645508,98.61645508,98.61645508,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,80.40522766,,,,,,,,86.19332886,,,,,,,,,,,89.69709,,,,,,81.68059,,81.4512,90.47011,90.22082,90.95168,92.21808,93.25386,93.25662,93.31453,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Middle East & North Africa,MEA,,,,,,,22.43800926,,,,,,,,,,31.40419006,,,,,,,,,,43.59531021,,,,,,,,,30.79796,57.81191,,,,63.51581,,65.75666,67.17986,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.22442,,,,,,54.80107,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,89.93692017,,,,,,,,,,95.0510025,,,,,,,,,,,,,96.23088,96.92515,,97.26032,96.88684,96.92597,97.0045,97.06557,97.21804,97.44054,97.48735,97.54713,97.69536,,,,,,,,,,,,,,,,,,
Estonia,EST,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,99.60147858,,,,,,,,,,,99.76006,,,,,,,,,,,99.90948,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,18.51498032,,,,,,,,,,22.8,17.9772,,28.92164,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,65.3263092,,,,,,,,,,,,,,,,,,,79.87897,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55285,,,,,,,,,,,,99.51458,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.79196,,,,,,,,,,65.29469,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,9.743069649,,,,,,,18.23868,,,,,,,12.19195,,,,21.96228,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.06155,,,,,,,,,,,,,33.57535,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,8.588259697,,,,,,,,,,,,,,,,,,,,,27.49421,,,,,,,,,,,,,,30.76851,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,85.31999207,,,,,,,,,,89.353302,,,,,,,,,,94.23941,,,,90.76541,,91.81247,,91.84761,,96.22849,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,97.58978271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,57.29265976,,,,,,,,63.34138,,,,,,,,,,72.42804,72.12759,76.37066,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,East Asia & Pacific,EAS,,,,,,,,,,,96.46308136,,,,,,,,,,99.3085022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
